year,ranking,title,releaseDate,releaseYear,releaseMonth,distributor,genre,gross,ticketsSold
2026,73,The Furious (火遮眼),2026-06-12,2026,6,Lionsgate,Action,6502610,543696
2026,74,BTS World Tour Arirang: Live …,2026-04-11,2026,4,Trafalgar Releasing Ltd,Concert/Performance,6240000,521739
2026,75,Five Nights at Freddy’s 2,2025-12-05,2025,12,Universal,Horror,6049975,505851
2026,76,The Lord of the Rings: The Fe…,2001-12-19,2001,12,Fathom Events,Adventure,5887162,492238
2026,77,In the Grey,2026-05-15,2026,5,Black Bear Pictures,Action,5723890,478586
2026,78,Animal Farm,2026-05-01,2026,5,Angel Studios,Adventure,5576585,466270
2026,79,Return to Silent Hill,2026-01-23,2026,1,Iconic Releasing,Horror,5544971,463626
2026,80,Is This Thing On?,2025-12-19,2025,12,Searchlight Pictures,Drama,5489731,459008
2026,81,The Death of Robin Hood,2026-06-19,2026,6,A24,Action,5283790,441788
2026,82,Normal,2026-04-17,2026,4,Magnolia Pictures,Thriller/Suspense,5071290,424021
2026,83,Is God Is,2026-05-15,2026,5,Amazon MGM Studios,Thriller/Suspense,4945741,413523
2026,84,Tuner,2026-05-22,2026,5,Black Bear Pictures,Thriller/Suspense,4511186,377189
2026,85,Deep Water,2026-05-01,2026,5,Magenta Light Studio,Thriller/Suspense,4346226,363397
2026,86,The Lord of the Rings: The Tw…,2002-12-18,2002,12,Fathom Events,Adventure,4093642,342278
2026,87,Nirvanna the Band the Show th…,2026-02-13,2026,2,Neon,Comedy,4044418,338162
2026,88,Stop! That! Train!,2026-06-12,2026,6,Bleecker Street,Comedy,4027857,336777
2026,89,The Moment,2026-01-30,2026,1,A24,Comedy,3929912,328588
2026,90,Pillion,2026-02-06,2026,2,A24,Drama,3879285,324355
2026,91,Teenage Mutant Ninja Turtles …,1991-03-22,1991,3,Fathom Events,Action,3809242,318498
2026,92,2026 Oscar Shorts,2026-02-20,2026,2,Roadside Attractions,Multiple Genres,3754480,313920
2026,93,The Exit 8 (8番出口),2026-04-10,2026,4,Neon,Horror,3735090,312298
2026,94,We Bury the Dead,2026-01-02,2026,1,Vertical Entertainment,Thriller/Suspense,3711918,310361
2026,95,Twenty One Pilots: More Than …,2026-02-26,2026,2,Trafalgar Releasing Ltd,Concert/Performance,3700000,309365
2026,96,The Lord of the Rings: The Re…,2003-12-17,2003,12,Fathom Events,Adventure,3263609,272877
2026,97,Bendito Corazón,2026-02-06,2026,2,Million Dollar Cinema Studio,Drama,2997500,250627
2026,98,BLEACH: Thousand-Year Blood W…,2026-06-25,2026,6,Fathom Entertainment,Action,2954000,246990
2026,99,The Pout-Pout Fish,2026-03-20,2026,3,Viva Pictures,Adventure,2925502,244607
2026,100,Girls Like Girls,2026-06-19,2026,6,Focus Features,Drama,2735660,228734
