year,ranking,title,releaseDate,releaseYear,releaseMonth,distributor,genre,gross,ticketsSold
2019,3,Toy Story 4,2019-06-21,2019,6,Walt Disney,Adventure,566713382,47384062
2019,4,Frozen II,2019-11-22,2019,11,Walt Disney,Musical,561629956,46959026
2019,5,Captain Marvel,2019-03-08,2019,3,Walt Disney,Action,557301842,46597144
2019,6,Star Wars: The Rise of Skywal…,2019-12-20,2019,12,Walt Disney,Adventure,510136087,42653519
2019,7,Spider-Man: Far From Home,2019-07-02,2019,7,Sony Pictures,Action,509908705,42634507
2019,8,Aladdin,2019-05-24,2019,5,Walt Disney,Adventure,464245439,38816508
2019,9,Joker,2019-10-04,2019,10,Warner Bros.,Thriller/Suspense,435799043,36438047
2019,10,It: Chapter Two,2019-09-06,2019,9,Warner Bros.,Horror,276272381,23099697
2019,11,Jumanji: The Next Level,2019-12-13,2019,12,Sony Pictures,Adventure,250813390,20971019
2019,12,Us,2019-03-22,2019,3,Universal,Horror,228603884,19114037
2019,13,Fast & Furious Presents: Hobb…,2019-08-02,2019,8,Universal,Action,227131544,18990932
2019,14,John Wick: Chapter 3 — Parabe…,2019-05-17,2019,5,Lionsgate,Action,223291225,18669835
2019,15,How to Train Your Dragon: The…,2019-02-22,2019,2,Universal,Adventure,209952192,17554531
2019,16,The Secret Life of Pets 2,2019-06-07,2019,6,Universal,Adventure,207438621,17344366
2019,17,Pokémon: Detective Pikachu,2019-05-10,2019,5,Warner Bros.,Comedy,188155015,15732025
2019,18,Once Upon a Time…in Hollywood,2019-07-26,2019,7,Sony Pictures,Thriller/Suspense,184200932,15401416
2019,19,Shazam!,2019-04-05,2019,4,Warner Bros.,Action,183280022,15324417
2019,20,Aquaman,2018-12-21,2018,12,Warner Bros.,Action,177574642,14847378
2019,21,Knives Out,2019-11-27,2019,11,Lionsgate,Drama,151081931,12632268
2019,22,Dumbo,2019-03-29,2019,3,Walt Disney,Adventure,149847711,12529073
2019,23,Maleficent: Mistress of Evil,2019-10-18,2019,10,Walt Disney,Adventure,147926316,12368421
2019,24,Glass,2019-01-18,2019,1,Universal,Thriller/Suspense,144993415,12123195
2019,25,Godzilla: King of the Monsters,2019-05-31,2019,5,Warner Bros.,Action,144277473,12063334
2019,26,The Upside,2019-01-11,2019,1,STX Entertainment,Comedy,141320583,11816102
2019,27,Ford v. Ferrari,2019-11-15,2019,11,20th Century Fox,Drama,139963916,11702669
2019,28,The LEGO Movie 2: The Second …,2019-02-08,2019,2,Warner Bros.,Adventure,138149109,11550929
2019,29,Hustlers,2019-09-13,2019,9,STX Entertainment,Drama,137044682,11458585
2019,30,The Addams Family,2019-10-11,2019,10,United Artists,Adventure,126893259,10609804
2019,31,Downton Abbey,2019-09-20,2019,9,Focus Features,Drama,126459850,10573566
2019,32,Rocketman,2019-05-31,2019,5,Paramount Pictures,Drama,125825676,10520541
2019,33,Alita: Battle Angel,2019-02-14,2019,2,20th Century Fox,Action,111909838,9357010
2019,34,Good Boys,2019-08-16,2019,8,Universal,Comedy,108554373,9076453
2019,35,Spider-Man: Into The Spider-V…,2018-12-14,2018,12,Sony Pictures,Adventure,107100429,8954885
2019,36,Men in Black: International,2019-06-14,2019,6,Sony Pictures,Adventure,104456508,8733822
2019,37,Annabelle Comes Home,2019-06-26,2019,6,Warner Bros.,Horror,96819322,8095261
2019,38,Yesterday,2019-06-28,2019,6,Universal,Romantic Comedy,95688683,8000726
2019,39,Tyler Perry’s A Madea Family …,2019-03-01,2019,3,Lionsgate,Comedy,95650028,7997494
2019,40,Zombieland: Double Tap,2019-10-18,2019,10,Sony Pictures,Comedy,95223217,7961807
2019,41,Angel Has Fallen,2019-08-23,2019,8,Lionsgate,Thriller/Suspense,90131443,7536074
2019,42,Scary Stories to Tell in the …,2019-08-09,2019,8,Lionsgate,Horror,90022600,7526973
2019,43,Mary Poppins Returns,2018-12-19,2018,12,Walt Disney,Musical,86211201,7208294
2019,44,Dark Phoenix,2019-06-07,2019,6,20th Century Fox,Action,85973564,7188425
2019,45,Terminator: Dark Fate,2019-11-01,2019,11,Paramount Pictures,Action,81282402,6796187
2019,46,Abominable,2019-09-27,2019,9,Universal,Adventure,79227512,6624374
2019,47,Dora and the Lost City of Gold,2019-08-09,2019,8,Paramount Pictures,Adventure,78964650,6602396
2019,48,Escape Room,2019-01-04,2019,1,Sony Pictures,Horror,74424568,6222790
2019,49,A Beautiful Day in the Neighb…,2019-11-22,2019,11,Sony Pictures,Drama,74041008,6190720
2019,50,Midway,2019-11-08,2019,11,Lionsgate,Action,73482402,6144014
2019,51,Bumblebee,2018-12-21,2018,12,Paramount Pictures,Adventure,72816906,6088370
2019,52,The Curse of La Llorona,2019-04-19,2019,4,Warner Bros.,Horror,71464576,5975299
2019,53,Pet Sematary,2019-04-05,2019,4,Paramount Pictures,Horror,71452769,5974312
2019,54,What Men Want,2019-02-08,2019,2,Paramount Pictures,Romantic Comedy,71305498,5961998
2019,55,Green Book,2018-11-16,2018,11,Universal,Comedy,69105774,5778075
2019,56,Ad Astra,2019-09-20,2019,9,20th Century Fox,Thriller/Suspense,65529793,5479080
2019,57,Isn’t it Romantic,2019-02-13,2019,2,Warner Bros.,Romantic Comedy,63705524,5326549
2019,58,Gemini Man,2019-10-11,2019,10,Paramount Pictures,Action,63386394,5299866
2019,59,MA,2019-05-31,2019,5,Universal,Horror,59925382,5010483
2019,60,Five Feet Apart,2019-03-15,2019,3,Lionsgate,Drama,59707585,4992273
2019,61,Wonder Park,2019-03-15,2019,3,Paramount Pictures,Adventure,59038520,4936331
2019,62,Rambo: Last Blood,2019-09-20,2019,9,Lionsgate,Action,58519591,4892942
2019,63,Playing with Fire,2019-11-08,2019,11,Paramount Pictures,Comedy,57647444,4820020
2019,64,Harriet,2019-11-01,2019,11,Focus Features,Drama,55553547,4644945
2019,65,A Dog’s Way Home,2019-01-11,2019,1,Sony Pictures,Drama,54776689,4579991
2019,66,The Angry Birds Movie 2,2019-08-13,2019,8,Sony Pictures,Adventure,54390680,4547716
2019,67,Little,2019-04-12,2019,4,Universal,Comedy,53350584,4460751
2019,68,Queen & Slim,2019-11-27,2019,11,Universal,Drama,53165784,4445300
2019,69,Breakthrough,2019-04-17,2019,4,20th Century Fox,Drama,53158129,4444660
2019,70,The Mule,2018-12-14,2018,12,Warner Bros.,Drama,51031170,4266820
2019,71,Crawl,2019-07-12,2019,7,Paramount Pictures,Horror,50939929,4259191
2019,72,Little Women,2019-12-25,2019,12,Sony Pictures,Drama,49084476,4104053
2019,73,The Hustle,2019-05-10,2019,5,United Artists,Comedy,46243207,3866489
2019,74,The Intruder,2019-05-03,2019,5,Sony Pictures,Thriller/Suspense,46206567,3863425
2019,75,Last Christmas,2019-11-08,2019,11,Universal,Romantic Comedy,45850736,3833674
2019,76,Overcomer,2019-08-23,2019,8,Sony Pictures,Drama,45307172,3788225
2019,77,Cold Pursuit,2019-02-08,2019,2,Lionsgate,Thriller/Suspense,41962968,3508609
2019,78,Doctor Sleep,2019-11-08,2019,11,Warner Bros.,Horror,41185092,3443570
2019,79,Dragon Ball Super: Broly (ド…,2019-01-16,2019,1,FUNimation,Action,39662226,3316240
2019,80,Long Shot,2019-05-03,2019,5,Lionsgate,Romantic Comedy,39583253,3309637
2019,81,Spies in Disguise,2019-12-25,2019,12,20th Century Fox,Adventure,38287261,3201276
2019,82,Child’s Play,2019-06-21,2019,6,United Artists,Horror,38136736,3188690
2019,83,Ready or Not,2019-08-21,2019,8,Fox Searchlight,Black Comedy,37491507,3134741
2019,84,Happy Death Day 2U,2019-02-13,2019,2,Universal,Thriller/Suspense,36752362,3072940
2019,85,Vice,2018-12-25,2018,12,Annapurna Pictures,Black Comedy,36637443,3063331
2019,86,21 Bridges,2019-11-22,2019,11,STX Entertainment,Thriller/Suspense,36228967,3029178
2019,87,Midsommar,2019-07-03,2019,7,A24,Horror,35809967,2994144
2019,88,Bohemian Rhapsody,2018-11-02,2018,11,20th Century Fox,Drama,34587649,2891944
2019,89,The Art of Racing in the Rain,2019-08-09,2019,8,20th Century Fox,Drama,34473548,2882404
2019,90,Countdown,2019-10-25,2019,10,STX Entertainment,Horror,33417975,2794145
2019,91,Uncut Gems,2019-12-13,2019,12,A24,Thriller/Suspense,31641543,2645614
2019,92,Judy,2019-09-27,2019,9,Roadside Attractions,Drama,31360424,2622109
2019,93,Ralph Breaks The Internet,2018-11-21,2018,11,Walt Disney,Adventure,30650577,2562757
2019,94,Fighting With My Family,2019-02-14,2019,2,,Comedy,29976490,2506396
2019,95,On the Basis of Sex,2018-12-25,2018,12,Focus Features,Drama,29960146,2505029
2019,96,A Dog’s Journey,2019-05-17,2019,5,Universal,Drama,29746415,2487158
2019,97,Booksmart,2019-05-24,2019,5,United Artists,Comedy,29614007,2476088
2019,98,Parasite (기생충),2019-10-11,2019,10,Neon,Black Comedy,29552279,2470926
2019,99,Stuber,2019-07-12,2019,7,20th Century Fox,Comedy,29208581,2442189
2019,100,47 Meters Down: Uncaged,2019-08-16,2019,8,Entertainment Stu…,Thriller/Suspense,29065542,2430229
2020,1,Bad Boys For Life,2020-01-17,2020,1,Sony Pictures,Action,266322173,22267740
2020,2,1917,2019-12-25,2019,12,Universal,Thriller/Suspense,205719121,17200595
2020,3,Sonic The Hedgehog,2020-02-14,2020,2,Paramount Pictures,Adventure,190300107,15911380
2020,4,Jumanji: The Next Level,2019-12-13,2019,12,Sony Pictures,Adventure,162511008,13587877
2020,5,Star Wars: The Rise of Skywal…,2019-12-20,2019,12,Walt Disney,Adventure,162197804,13561689
2020,6,Birds of Prey (And the Fantab…,2020-02-07,2020,2,Warner Bros.,Action,109644357,9167588
2020,7,Dolittle,2020-01-17,2020,1,Universal,Adventure,100379401,8392926
2020,8,Little Women,2019-12-25,2019,12,Sony Pictures,Drama,91853358,7680047
2020,9,The Invisible Man,2020-02-28,2020,2,Universal,Horror,84572117,7071247
2020,10,The Call of the Wild,2020-02-21,2020,2,20th Century Studios,Adventure,81221647,6791108
2020,11,Onward,2020-03-06,2020,3,Walt Disney,Adventure,80196028,6705353
2020,12,Tenet,2020-09-03,2020,9,Warner Bros.,Action,75621810,6322894
2020,13,Knives Out,2019-11-27,2019,11,Lionsgate,Drama,64688853,5408767
2020,14,Frozen II,2019-11-22,2019,11,Walt Disney,Musical,61531329,5144760
2020,15,Spies in Disguise,2019-12-25,2019,12,20th Century Fox,Adventure,48769343,4077704
2020,16,The Gentlemen,2020-01-24,2020,1,STX Entertainment,Action,47516632,3972963
2020,17,Just Mercy,2019-12-25,2019,12,Warner Bros.,Drama,46554914,3892551
2020,18,The Croods: A New Age,2020-11-25,2020,11,Universal,Adventure,42126143,3522253
2020,19,Parasite (기생충),2019-10-11,2019,10,Neon,Black Comedy,40043930,3348155
2020,20,Fantasy Island,2020-02-14,2020,2,Sony Pictures,Horror,34449206,2880368
2020,21,Uncut Gems,2019-12-13,2019,12,A24,Thriller/Suspense,33599986,2809363
2020,22,The New Mutants,2020-08-28,2020,8,20th Century Studios,Horror,31079804,2598646
2020,23,Wonder Woman 1984,2020-12-25,2020,12,Warner Bros.,Action,29977272,2506461
2020,24,Like a Boss,2020-01-10,2020,1,Paramount Pictures,Comedy,28883158,2414980
2020,25,The Grudge,2020-01-03,2020,1,Sony Pictures,Horror,27641082,2311127
2020,26,Unhinged,2020-08-14,2020,8,Solstice Studios,Thriller/Suspense,27139904,2269223
2020,27,The Photograph,2020-02-14,2020,2,Universal,Drama,26809923,2241632
2020,28,The War with Grandpa,2020-10-09,2020,10,101 Studios,Comedy,24365821,2037276
2020,29,Underwater,2020-01-10,2020,1,20th Century Fox,Thriller/Suspense,22527374,1883560
2020,30,The Turning,2020-01-24,2020,1,Universal,Horror,20158430,1685487
2020,31,Gretel & Hansel,2020-01-31,2020,1,United Artists,Horror,19995419,1671858
2020,32,Honest Thief,2020-10-09,2020,10,Open Road,Thriller/Suspense,18452761,1542873
2020,33,Bombshell,2019-12-13,2019,12,Lionsgate,Drama,17777046,1486375
2020,34,The Way Back,2020-03-06,2020,3,Warner Bros.,Drama,17706160,1480448
2020,35,Boku no Hīrō Akademia The Mov…,2020-02-26,2020,2,FUNimation,Adventure,17658362,1476452
2020,36,The Nightmare Before Christmas,1993-10-13,1993,10,Walt Disney,Musical,16871397,1410652
2020,37,Brahms: The Boy II,2020-02-21,2020,2,STX Entertainment,Horror,16430716,1373806
2020,38,Jojo Rabbit,2019-10-18,2019,10,Fox Searchlight,Black Comedy,16039402,1341087
2020,39,Impractical Jokers: The Movie,2020-02-21,2020,2,truTV,Comedy,13635561,1140097
2020,40,Ford v. Ferrari,2019-11-15,2019,11,20th Century Fox,Drama,13585821,1135938
2020,41,I Still Believe,2020-03-13,2020,3,Lionsgate,Drama,13562489,1133987
2020,42,Emma.,2020-02-21,2020,2,Focus Features,Drama,13100441,1095355
2020,43,Bloodshot,2020-03-13,2020,3,Sony Pictures,Action,13056707,1091698
2020,44,Come Play,2020-10-30,2020,10,Focus Features,Horror,12384124,1035462
2020,45,Let Him Go,2020-11-06,2020,11,Focus Features,Thriller/Suspense,12178798,1018294
2020,46,Freaky,2020-11-13,2020,11,Universal,Horror,11337324,947937
2020,47,Downhill,2020-02-14,2020,2,Searchlight Pictures,Drama,10796650,902730
2020,48,National Lampoon’s Christmas …,1989-12-01,1989,12,Warner Bros.,Comedy,10354928,865797
2020,49,Weathering with You (天気の子),2020-01-15,2020,1,GKIDS,Drama,10160402,849532
2020,50,Cats,2019-12-20,2019,12,Universal,Musical,9376060,783952
2020,51,It’s a Wonderful Life,1946-12-20,1946,12,,Drama,8656017,723747
2020,52,The Hunt,2020-03-13,2020,3,Universal,Thriller/Suspense,7572712,633170
2020,53,The Rhythm Section,2020-01-31,2020,1,Paramount Pictures,Thriller/Suspense,7084764,592372
2020,54,Monster Hunter,2020-12-18,2020,12,Sony Pictures,Action,6538137,546667
2020,55,A Beautiful Day in the Neighb…,2019-11-22,2019,11,Sony Pictures,Drama,6500407,543512
2020,56,The SpongeBob Movie: Sponge o…,2020-08-14,2020,8,Paramount Pictures,Adventure,6267652,524051
2020,57,Hocus Pocus,1993-07-16,1993,7,Walt Disney,Comedy,6224243,520422
2020,58,Richard Jewell,2019-12-13,2019,12,Warner Bros.,Drama,5893134,492737
2020,59,The Broken Hearts Gallery,2020-09-11,2020,9,Sony Pictures,Romantic Comedy,5297950,442972
2020,60,Infidel,2020-09-18,2020,9,Cloudburst Entert…,Thriller/Suspense,5279063,441393
2020,61,A Christmas Story,1983-11-18,1983,11,MGM,Comedy,5076344,424443
2020,62,News of the World,2020-12-25,2020,12,Universal,Western,4842849,404920
2020,63,Portrait de la jeune fille en…,2020-02-14,2020,2,Neon,Drama,4743939,396650
2020,64,Bill & Ted Face the Music,2020-08-28,2020,8,United Artists,Comedy,4481300,374691
2020,65,2020 Oscar Shorts,2020-01-29,2020,1,ShortsHD,Multiple Genres,4305532,359994
2020,66,Queen & Slim,2019-11-27,2019,11,Universal,Drama,4024924,336532
2020,67,The Empty Man,2020-10-23,2020,10,20th Century Studios,Horror,3902892,326329
2020,68,Las Pildoras De Mi Novio,2020-02-21,2020,2,Lionsgate,Romantic Comedy,3870866,323651
2020,69,The Last Full Measure,2020-01-24,2020,1,Roadside Attractions,Drama,3842328,321265
2020,70,Words on Bathroom Walls,2020-08-21,2020,8,Roadside Attractions,Drama,3312474,276963
2020,71,Fatale,2020-12-18,2020,12,Lionsgate,Thriller/Suspense,3111337,260145
2020,72,After We Collided,2020-09-11,2020,9,Open Road,Drama,3109187,259965
2020,73,The Lodge,2020-02-07,2020,2,Neon,Horror,2786637,232996
2020,74,Yip Man 4,2019-12-25,2019,12,Well Go USA,Action,2719215,227359
2020,75,Half Brothers,2020-12-04,2020,12,Focus Features,Comedy,2626705,219624
2020,76,The Personal History of David…,2020-08-28,2020,8,Searchlight Pictures,Drama,2444502,204390
2020,77,The Wretched,2020-05-01,2020,5,IFC Midnight,Horror,2365214,197760
2020,78,Joker,2019-10-04,2019,10,Warner Bros.,Thriller/Suspense,2187195,182876
2020,79,The Rental,2020-07-24,2020,7,IFC Films,Thriller/Suspense,2133450,178382
2020,80,Star Wars Ep. V: The Empire S…,1980-05-21,1980,5,Walt Disney,Adventure,2058747,172136
2020,81,Once Upon a Time…in Hollywood,2019-07-26,2019,7,Sony Pictures,Thriller/Suspense,1857526,155312
2020,82,2 Hearts,2020-10-16,2020,10,Freestyle Releasi…,Drama,1757891,146981
2020,83,Jay and Silent Bob Reboot,2019-10-18,2019,10,Saban Films,Comedy,1733635,144953
2020,84,Peninsula,2020-08-07,2020,8,Well Go USA,Horror,1595351,133391
2020,85,Promising Young Woman,2020-12-25,2020,12,Focus Features,Black Comedy,1574056,131610
2020,86,Met Opera — Agrippina,2020-02-29,2020,2,Fathom Events,Concert/Performance,1498257,125272
2020,87,True to the Game 2: Gena’s St…,2020-11-06,2020,11,Faith Media Distr…,Thriller/Suspense,1456316,121766
2020,88,The Assistant,2020-01-31,2020,1,Bleecker Street,Drama,1433519,119859
2020,89,Love and Monsters,2020-10-16,2020,10,Paramount Pictures,Adventure,1394961,116636
2020,90,Relic,2020-07-03,2020,7,IFC Midnight,Thriller/Suspense,1364173,114061
2020,91,The Tax Collector,2020-08-07,2020,8,RLJ Entertainment,Action,1360433,113749
2020,92,Die Hard,1988-07-15,1988,7,20th Century Studios,Action,1349816,112861
2020,93,Becky,2020-06-05,2020,6,Quiver,Thriller/Suspense,1306548,109243
2020,94,The Song of Names,2019-12-25,2019,12,Sony Pictures Cla…,Drama,1302972,108944
2020,95,Break the Silence: The Movie …,2020-09-24,2020,9,Trafalgar Releasing Ltd,Documentary,1302832,108932
2020,96,All My Life,2020-12-04,2020,12,Universal,Drama,1172008,97994
2020,97,Elf,2003-11-07,2003,11,New Line,Comedy,1146492,95861
2020,98,Toy Story,1995-11-22,1995,11,Walt Disney,Adventure,1133861,94804
2020,99,Met Opera: Wozzeck,2020-01-11,2020,1,Fathom Events,Concert/Performance,1124344,94009
2020,100,Cut Throat City,2020-07-31,2020,7,Well Go USA,Drama,1115086,93235
2021,1,Spider-Man: No Way Home,2021-12-17,2021,12,Sony Pictures,Action,673834596,56340685
2021,2,Shang-Chi and the Legend of t…,2021-09-03,2021,9,Walt Disney,Action,264064678,22078986
2021,3,Venom: Let There be Carnage,2021-10-01,2021,10,Sony Pictures,Action,250029899,20905510
2021,4,Black Widow,2021-07-09,2021,7,Walt Disney,Action,215975791,18058176
2021,5,F9: The Fast Saga,2021-06-25,2021,6,Universal,Action,203456352,17011401
2021,6,Eternals,2021-11-05,2021,11,Walt Disney,Action,193681948,16194143
2021,7,No Time to Die,2021-10-08,2021,10,United Artists,Action,189069145,15808457
2021,8,A Quiet Place: Part II,2021-05-28,2021,5,Paramount Pictures,Horror,188414999,15753762
2021,9,Ghostbusters: Afterlife,2021-11-19,2021,11,Sony Pictures,Comedy,143918620,12033329
2021,10,Free Guy,2021-08-13,2021,8,20th Century Studios,Action,143033836,11959351
2021,11,Jungle Cruise,2021-07-30,2021,7,Walt Disney,Adventure,137578239,11503197
2021,12,Dune,2021-10-22,2021,10,Warner Bros.,Action,126039987,10538460
2021,13,Godzilla vs. Kong,2021-03-31,2021,3,Warner Bros.,Action,118678120,9922920
2021,14,Halloween Kills,2021-10-15,2021,10,Universal,Horror,108195258,9046426
2021,15,Encanto,2021-11-24,2021,11,Walt Disney,Adventure,106579628,8911340
2021,16,Cruella,2021-05-28,2021,5,Walt Disney,Comedy,101258080,8466395
2021,17,Sing 2,2021-12-22,2021,12,Universal,Musical,89944792,7520468
2021,18,Space Jam: A New Legacy,2021-07-16,2021,7,Warner Bros.,Comedy,83017015,6941222
2021,19,The Conjuring: The Devil Made…,2021-06-04,2021,6,Warner Bros.,Horror,77182631,6453397
2021,20,Candyman,2021-08-27,2021,8,Universal,Horror,71955888,6016379
2021,21,The Boss Baby: Family Business,2021-07-02,2021,7,Universal,Adventure,67385580,5634246
2021,22,The Addams Family 2,2021-10-01,2021,10,United Artists,Adventure,66431688,5554489
2021,23,The Suicide Squad,2021-08-05,2021,8,Warner Bros.,Action,65641731,5488439
2021,24,Raya and the Last Dragon,2021-03-05,2021,3,Walt Disney,Adventure,64354716,5380829
2021,25,Demon Slayer: Kimetsu no Yaib…,2021-04-23,2021,4,FUNimation,Adventure,58218279,4867749
2021,26,Clifford the Big Red Dog,2021-11-10,2021,11,Paramount Pictures,Adventure,57562476,4812916
2021,27,House of Gucci,2021-11-24,2021,11,United Artists,Drama,56939359,4760816
2021,28,Old,2021-07-23,2021,7,Universal,Thriller/Suspense,56773556,4746953
2021,29,Tom and Jerry,2021-02-26,2021,2,Warner Bros.,Adventure,54727510,4575879
2021,30,The Forever Purge,2021-07-02,2021,7,Universal,Horror,52378502,4379473
2021,31,Mortal Kombat,2021-04-23,2021,4,Warner Bros.,Action,49775745,4161852
2021,32,Peter Rabbit 2: The Runaway,2021-06-11,2021,6,Sony Pictures,Adventure,47630338,3982470
2021,33,PAW Patrol: The Movie,2021-08-20,2021,8,Paramount Pictures,Adventure,47190104,3945661
2021,34,The Hitman’s Wife’s Bodyguard,2021-06-16,2021,6,Lionsgate,Comedy,44705618,3737928
2021,35,Don’t Breathe 2,2021-08-13,2021,8,Sony Pictures,Horror,38382589,3209247
2021,36,In the Heights,2021-06-10,2021,6,Warner Bros.,Musical,35251032,2947411
2021,37,Snake Eyes: G.I. Joe Origins,2021-07-23,2021,7,Paramount Pictures,Action,33239069,2779186
2021,38,West Side Story,2021-12-10,2021,12,20th Century Studios,Musical,33127257,2769838
2021,39,The Matrix Resurrections,2021-12-22,2021,12,Warner Bros.,Action,33086551,2766434
2021,40,Nobody,2021-03-26,2021,3,Universal,Thriller/Suspense,32420226,2710721
2021,41,Wrath of Man,2021-05-07,2021,5,United Artists,Action,32300807,2700736
2021,42,The Croods: A New Age,2020-11-25,2020,11,Universal,Adventure,30852020,2579600
2021,43,Escape Room: Tournament of Ch…,2021-07-16,2021,7,Sony Pictures,Horror,29770349,2489160
2021,44,Respect,2021-08-13,2021,8,United Artists,Drama,28551588,2387257
2021,45,Wonder Woman 1984,2020-12-25,2020,12,Warner Bros.,Action,27979256,2339403
2021,46,Spiral,2021-05-14,2021,5,Lionsgate,Horror,27303212,2282877
2021,47,Ron’s Gone Wrong,2021-10-22,2021,10,20th Century Studios,Adventure,27059083,2262465
2021,48,Spirit Untamed,2021-06-04,2021,6,Universal,Adventure,20834408,1742007
2021,49,The Green Knight,2021-07-30,2021,7,A24,Adventure,20195961,1688625
2021,50,Resident Evil: Welcome to Rac…,2021-11-24,2021,11,Sony Pictures,Horror,19902629,1664099
2021,51,The King’s Man,2021-12-22,2021,12,20th Century Studios,Action,19120387,1598695
2021,52,The French Dispatch,2021-10-22,2021,10,Searchlight Pictures,Comedy,18788807,1570971
2021,53,The Marksman,2021-01-15,2021,1,Open Road,Action,18305848,1530589
2021,54,The Unholy,2021-04-02,2021,4,Sony Pictures,Horror,18265915,1527250
2021,55,The Little Things,2021-01-29,2021,1,Warner Bros.,Thriller/Suspense,18043190,1508628
2021,56,Dear Evan Hansen,2021-09-24,2021,9,Universal,Musical,17643230,1475186
2021,57,King Richard,2021-11-19,2021,11,Warner Bros.,Drama,17322923,1448405
2021,58,Stillwater,2020-12-31,2020,12,Focus Features,Drama,17011583,1422373
2021,59,Malignant,2021-09-10,2021,9,Warner Bros.,Horror,15748852,1316794
2021,60,Christmas with the Chosen: Th…,2021-12-01,2021,12,Fathom Events,Concert/Performance,15744393,1316421
2021,61,Chaos Walking,2021-03-05,2021,3,Lionsgate,Action,15626684,1306579
2021,62,American Underdog: The Kurt W…,2021-12-25,2021,12,Lionsgate,Drama,14363290,1200944
2021,63,The Last Duel,2021-10-15,2021,10,20th Century Studios,Drama,12764325,1067251
2021,64,Antlers,2021-10-29,2021,10,Searchlight Pictures,Horror,12488815,1044215
2021,65,Cry Macho,2021-09-17,2021,9,Warner Bros.,Drama,12125504,1013838
2021,66,Monster Hunter,2020-12-18,2020,12,Sony Pictures,Action,11929503,997450
2021,67,Last Night in Soho,2021-10-29,2021,10,Focus Features,Thriller/Suspense,11910167,995833
2021,68,Boku no Hero Academia: World …,2021-10-29,2021,10,FUNimation,Adventure,11486830,960437
2021,69,News of the World,2020-12-25,2020,12,Universal,Western,10526629,880153
2021,70,The Many Saints of Newark,2021-10-01,2021,10,Warner Bros.,Drama,9687251,809971
2021,71,Dazed and Confused,1993-09-24,1993,9,Universal,Comedy,9324259,779620
2021,72,The Protégé,2021-08-20,2021,8,Lionsgate,Action,8757522,732234
2021,73,Those Who Wish Me Dead,2021-05-14,2021,5,Warner Bros.,Thriller/Suspense,8710925,728338
2021,74,The Night House,2021-08-20,2021,8,Searchlight Pictures,Horror,8350339,698189
2021,75,Spencer,2021-11-05,2021,11,Neon,Drama,8333935,696817
2021,76,Belfast,2021-11-12,2021,11,Focus Features,Drama,8097902,677082
2021,77,Nightmare Alley,2021-12-17,2021,12,Searchlight Pictures,Thriller/Suspense,8088937,676333
2021,78,Ironbark,2021-03-19,2021,3,Roadside Attractions,Thriller/Suspense,7777448,650288
2021,79,Judas and the Black Messiah,2021-02-12,2021,2,Warner Bros.,Drama,6442182,538644
2021,80,Licorice Pizza,2021-11-26,2021,11,United Artists,Drama,6402362,535315
2021,81,Roadrunner: A Film About Anth…,2021-07-16,2021,7,Focus Features,Documentary,6297487,526546
2021,82,Promising Young Woman,2020-12-25,2020,12,Focus Features,Black Comedy,6177316,516498
2021,83,CopShop,2021-09-17,2021,9,Open Road,Action,6130815,512610
2021,84,Zola,2021-06-30,2021,6,A24,Black Comedy,5697051,476342
2021,85,Separation,2021-04-30,2021,4,Open Road,Horror,5302788,443377
2021,86,Boogie,2021-03-05,2021,3,Focus Features,Drama,4914090,410877
2021,87,A Journal for Jordan,2021-12-10,2021,12,Sony Pictures,Drama,4593391,384063
2021,88,Reminiscence,2021-08-20,2021,8,Warner Bros.,Thriller/Suspense,4586658,383500
2021,89,12 Mighty Orphans,2021-06-11,2021,6,Sony Pictures Cla…,Drama,4337967,362706
2021,90,Fatale,2020-12-18,2020,12,Lionsgate,Thriller/Suspense,3783456,316342
2021,91,Pig,2021-07-16,2021,7,Neon,Drama,3747545,313340
2021,92,The Girl Who Believes In Mira…,2021-04-02,2021,4,Atlas Distribution,Drama,3720139,311048
2021,93,Voyagers,2021-04-09,2021,4,Lionsgate,Thriller/Suspense,3704348,309728
2021,94,Minari,2020-12-11,2020,12,A24,Drama,3486647,291526
2021,95,Dream Horse,2021-05-21,2021,5,Bleecker Street,Drama,3426097,286463
2021,96,The House Next Door: Meet the…,2021-06-11,2021,6,HEFG Releasing,Comedy,3402967,284529
2021,97,Here Today,2021-05-07,2021,5,Sony Pictures,Comedy,3301635,276056
2021,98,Finding You,2021-05-14,2021,5,Roadside Attractions,Drama,3238708,270795
2021,99,Lamb,2021-10-08,2021,10,A24,Horror,3147479,263167
2021,100,The Card Counter,2021-09-10,2021,9,Focus Features,Thriller/Suspense,3119143,260798
2022,1,Top Gun: Maverick,2022-05-27,2022,5,Paramount Pictures,Action,816338513,68255728
2022,2,Black Panther: Wakanda Forever,2022-11-11,2022,11,Walt Disney,Action,495777376,41452958
2022,3,Doctor Strange in the Multive…,2022-05-06,2022,5,Walt Disney,Action,467191455,39062831
2022,4,Avatar: The Way of Water,2022-12-16,2022,12,20th Century Studios,Action,455465772,38082422
2022,5,Jurassic World: Dominion,2022-06-10,2022,6,Universal,Action,428028387,35788327
2022,6,Minions: The Rise of Gru,2022-07-01,2022,7,Universal,Adventure,419900732,35108757
2022,7,The Batman,2022-03-01,2022,3,Warner Bros.,Action,419503625,35075554
